session,velocity_frustration_100,rapid_change_ratio,avg_rapid_change_magnitude,rapid_change_frequency,track
telemetry_20251116_094605,56.64688328866456,0.3131593094797204,12.376015923396787,8752.253756260436,abyss
telemetry_20251115_223414,26.245557970981626,5.458217346214726e-05,23.0,0.3930130146259793,sandtrack
telemetry_20251115_233947,25.68482266378369,0.00010114803014211298,22.5059,0.7283025028722431,scotland
telemetry_20251115_235951,21.610600099523847,0.00011738466956215518,18.9341,0.8452192287374538,hacienda
telemetry_20251116_095843,34.92440782962941,0.24318027595566613,11.699851083620128,3456.6038302038346,ravenbridge_mansion
telemetry_20251116_001621,22.549619345574907,0.0001929663756090501,19.752825,1.38942520058379,abyss
telemetry_20251115_234421,19.42295378851572,0.00041435748692184184,16.9998875,2.983529054911231,scotland
telemetry_20251116_101436,22.01553957849415,0.00022431583669807088,19.28295,1.615164238648592,sandtrack
telemetry_20251116_100900,36.86548357818947,0.22894590072504184,14.55010735688185,3240.2565367538236,hacienda
telemetry_20251111_124504,14.787792608039348,0.00012981955082435416,12.9535,0.934741053359693,cornfield_crossing
telemetry_20251111_221300,12.228858822111322,0.0002586652871184687,10.7034,1.8628738554968751,cornfield_crossing
telemetry_20251115_234944,12.80882500237076,5.256794406770751e-05,11.223399999999998,0.3785090151384681,cornfield_crossing
telemetry_20251115_223103,21.094690938949526,0.00036912043872600715,18.467657142857142,2.6578073089700998,hacienda
telemetry_20251116_002254,13.59760110536683,0.00010598272481585502,11.911700000000002,0.7631160572337043,cornfield_crossing
telemetry_20251113_210838,18.70569726996846,0.00017080877957126997,16.38505,1.2298755212238082,scotland
telemetry_20251116_101738,29.37399913535072,0.20720047804003586,9.741420175438597,2909.0832822093935,cornfield_crossing
telemetry_20251113_212259,19.37870980479541,0.00014169658038919327,16.976566666666667,1.020263568088423,hacienda
telemetry_20251113_212618,19.195817644567647,9.000495027226497e-05,16.819200000000002,0.6480646898173376,sandtrack
telemetry_20251113_212942,18.559090832226307,9.064950369396728e-05,16.2611,0.6527060103345119,hacienda
telemetry_20251115_234716,30.00823122084365,0.00012725884448969204,26.2937,0.9163222185993555,snowtuxpeak
telemetry_20251113_213310,17.278644009815554,7.642922653622745e-05,15.139650000000001,0.550311545123483,volcano_island
telemetry_20251113_211900,14.46117210088332,7.656967840735069e-05,12.67025,0.551322876269823,volcano_island
telemetry_20251115_222800,21.852441940023827,0.0001590836780146357,19.1437,1.1454629802274,scotland
telemetry_20251116_001313,18.31735873156654,0.00030466131816796996,16.0371,2.193673324262088,sandtrack
telemetry_20251115_192307,20.37711926971501,0.000564334085778781,17.82767,4.063435648385496,snowtuxpeak
telemetry_20251113_213720,15.528280279627435,0.0003186616211909978,13.591800000000001,2.294455066921606,ravenbridge_mansion
telemetry_20251115_222444,16.665387497036875,0.00018812905653278148,14.595824999999998,1.3545929166078734,ravenbridge_mansion
telemetry_20251116_100525,14.689206780818223,0.00013617793917385383,12.866733333333334,0.9805256707067956,volcano_island
telemetry_20251113_211211,21.4364057589814,0.00016371077762619373,18.7788,1.1787819253438114,snowtuxpeak
telemetry_20251113_211506,11.987058665975976,0.00030980133989079504,10.488575,2.2306563752856285,ravenbridge_mansion
telemetry_20251115_235240,15.724198502903777,0.00040632054176072233,13.758544444444446,2.9256399837464446,ravenbridge_mansion
telemetry_20251115_222117,13.4556660200946,0.00027091705422856366,11.777949999999999,1.9506908696830125,volcano_island
telemetry_20251116_001930,13.810244339156919,0.0004049858254961076,12.081122222222222,2.9160296851821954,ravenbridge_mansion
telemetry_20251115_235600,0.0,0.0,0.0,0.0,volcano_island
